,Year,Model,Condition,Consumer_Rating,Exterior_Color,Interior_Color,Drivetrain,MPG,Fuel_Type,Transmission,Engine,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
662,2023,ridgeline black edition,New,5.0,platinum white pearl,black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,0,5.0,4.8,4.8,4.2,5.0,5.0,VA,Dealer
663,2022,pilot trailsport,New,4.4,sonic gray pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer
664,2021,passport ex-l,Used,4.7,obsidian blue pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3579,4.9,4.7,4.8,4.6,4.8,4.8,OR,Dealer
665,2023,cr-v ex-l,New,4.4,platinum white pearl,black,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,3,5.0,5.0,5.0,4.0,4.0,5.0,PA,Dealer
666,2023,ridgeline rtl-e,New,4.6,platinum white pearl,black,AWD,23–31,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,4.8,4.8,4.2,5.0,5.0,MA,Dealer
667,2023,pilot elite,New,4.8,modern steel metallic,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,2,5.0,4.6,4.8,4.7,5.0,5.0,TX,Dealer
668,2016,pilot ex-l,Used,4.6,white,beige,AWD,18–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,90846,4.7,4.6,4.5,4.4,4.6,4.6,MI,Dealer
669,2020,pilot ex,Used,5.0,lunar silver metallic,gray,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,32948,4.6,4.5,4.2,4.1,4.5,4.1,IL,Dealer
670,2021,civic lx,Used,4.5,orange,black,FWD,30–38,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,23784,4.6,4.7,4.7,4.6,4.8,4.6,TX,Dealer
671,2023,cr-v hybrid sport,New,4.9,still night pearl,black,FWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,12,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer
672,2020,odyssey elite,Used,4.2,white,mocha,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,37312,4.8,4.8,4.7,4.6,4.7,4.7,WI,Dealer
673,2014,cr-v ex,Used,4.8,maroon,gray,AWD,22–30,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,95038,4.5,4.5,4.5,4.5,4.6,4.7,AZ,Dealer
674,2023,cr-v ex-l,New,4.7,platinum white pearl,gray,AWD,27–32,Gasoline,cvt,4 Cylinder Engine,0,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
675,2022,pilot sport,New,4.6,lunar silver,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,3,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer
676,2022,pilot sport,New,5.0,platinum white pearl,nh-883p/black,AWD,19–26,Gasoline,9-speed automatic,V6 Cylinder Engine,15,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
677,2018,ridgeline rtl-e,Used,4.3,silver,gray,AWD,18–25,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,51539,4.9,4.8,4.8,4.6,4.8,4.9,ID,Dealer
678,2022,civic ex,Used,4.0,white,black,FWD,33–42,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5707,4.6,4.9,4.4,4.6,4.6,4.7,IL,Dealer
679,2017,pilot ex,Used,4.7,lunar silver metallic,gray,AWD,18–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,87722,4.8,4.7,4.7,4.6,4.7,4.7,CO,Dealer
680,2022,accord sport 1.5t,New,5.0,platinum white pearl,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,3,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
681,2023,cr-v ex-l,New,5.0,platinum white pearl,black,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,4.0,4.0,5.0,IL,Dealer
682,2021,accord sport se 1.5t,Used,4.8,gray,gray,FWD,30–38,Gasoline,cvt,4 Cylinder Engine,9185,4.9,4.8,4.8,4.8,4.9,4.8,SC,Dealer
683,2021,hr-v ex,Honda Certified,4.5,gray,mocha,AWD,26–31,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,40860,4.7,4.6,4.6,4.7,4.7,4.8,CO,Dealer
684,2023,ridgeline rtl-e,New,5.0,platinum white pearl,beige,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,5,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer
685,2019,odyssey ex-l,Used,5.0,lunar silver metallic,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,25911,4.8,4.6,4.5,4.3,4.7,4.5,FL,Dealer
686,2020,pilot touring 7-passenger,Used,4.5,modern steel metallic,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,41206,4.6,4.5,4.2,4.1,4.5,4.1,MO,Dealer
687,2022,hr-v sport,New,4.5,silver,black,FWD,28–34,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,5,3.8,3.2,3.6,3.6,4.2,4.2,NJ,Dealer
688,2019,odyssey ex-l,Honda Certified,5.0,gray,gray,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,36293,4.8,4.6,4.5,4.3,4.7,4.5,MN,Dealer
689,2022,pilot special edition,New,4.2,dark cherry pearl,beige,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer
690,2020,odyssey ex-l w/navigation/res,Used,4.5,modern steel metallic,mocha,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,30430,4.8,4.8,4.7,4.6,4.7,4.7,FL,Dealer
691,2021,odyssey ex-l,Used,4.6,silver,gray,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,30448,5.0,5.0,4.9,4.8,4.8,5.0,KY,Dealer
692,2023,cr-v ex-l,New,4.7,platinum white pearl,black,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,9,5.0,5.0,5.0,4.0,4.0,5.0,NV,Dealer
693,2022,pilot special edition,New,3.0,sonic gray pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
694,2022,civic sport touring,Honda Certified,4.8,platinum white pearl,black,FWD,30–37,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,12952,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer
695,2023,cr-v ex-l,New,5.0,meteorite,gray,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,4,5.0,5.0,5.0,4.0,4.0,5.0,MD,Dealer
696,2013,civic hybrid,Used,4.1,gray,beige,FWD,44–44,Hybrid,automatic cvt,1.5L I4 8V MPFI SOHC Hybrid,105301,4.1,4.2,3.8,3.8,4.3,4.2,CA,Dealer
697,2023,ridgeline rtl-e,New,4.8,modern steel metallic,black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,0,5.0,4.8,4.8,4.2,5.0,5.0,NC,Dealer
698,2022,pilot sport,New,4.6,platinum white pearl,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,8,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer
699,2023,hr-v sport,New,5.0,platinum white pearl,black,AWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,1,4.0,5.0,4.0,5.0,5.0,5.0,MN,Dealer
700,2022,cr-v touring,New,4.4,silver metallic,mocha,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,14,4.9,4.8,4.7,4.8,4.7,4.9,SC,Dealer
701,2023,cr-v ex,New,4.7,platinum white pearl,mocha,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,5.0,5.0,5.0,4.0,4.0,5.0,AZ,Dealer
702,2008,civic ex,Used,4.4,silver,gray,FWD,25–36,Gasoline,5-speed automatic,1.8L I4 16V MPFI SOHC,64423,4.2,4.4,4.3,4.5,4.5,4.7,NY,Dealer
703,2023,cr-v hybrid sport touring,New,4.5,meteorite gray metallic,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,8,5.0,3.0,4.0,4.0,5.0,5.0,NJ,Dealer
704,2019,accord sport,Used,5.0,silver,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,23395,4.7,4.7,4.7,4.7,4.8,4.8,MA,Dealer
705,2023,ridgeline rtl-e,New,4.4,platinum white pearl,black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,0,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer
706,2023,hr-v lx,New,5.0,platinum white pearl,gray,AWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,0,4.0,5.0,4.0,5.0,5.0,5.0,MN,Dealer
707,2023,pilot sport,New,4.6,platinum white,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.3,5.0,4.1,4.6,4.5,5.0,MA,Dealer
708,2023,cr-v ex-l,New,4.5,radiant red metallic,gray,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,8,5.0,5.0,5.0,4.0,4.0,5.0,KY,Dealer
709,2019,passport elite,Honda Certified,4.6,modern steel metallic,gray,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,49376,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer
710,2018,civic si,Used,4.8,black,black,FWD,28–38,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,115622,4.7,4.7,4.8,4.8,4.9,4.8,NH,Dealer
711,2020,insight touring,Used,4.9,white,black,FWD,45–51,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,29604,4.5,4.8,4.5,4.8,4.9,5.0,FL,Dealer
712,2022,pilot sport,Used,5.0,gray,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,4976,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer
713,2023,passport ex-l,New,3.7,platinum white pearl,black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,2,4.9,5.0,4.5,4.8,4.9,4.9,IA,Dealer
714,2021,ridgeline rtl-e,Honda Certified,4.6,platinum white pearl,black,AWD,18–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,31775,4.9,4.7,4.7,4.5,4.9,4.6,ME,Dealer
715,2019,fit lx,Used,4.0,white,black,FWD,33–40,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC,23347,4.6,4.6,4.7,4.8,4.8,4.8,IL,Dealer
716,2014,pilot touring,Used,4.2,red,mocha,4WD,17–24,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,116041,4.7,4.6,4.6,4.6,4.5,4.7,NY,Dealer
717,2021,pilot elite,New,3.1,white,beige,AWD,19–26,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,10,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
718,2023,odyssey sport,New,4.4,sonic gray pearl,blk lth,FWD,19–28,Gasoline,10-speed automatic,V6 Cylinder Engine,0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer
719,2023,odyssey touring,New,4.6,modern steel metallic,mocha,FWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,8,5.0,5.0,4.0,4.0,4.0,5.0,IL,Dealer
720,2020,passport sport,Used,5.0,obsidian blue pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,20043,4.9,4.8,4.8,4.6,4.8,4.8,OH,Dealer
721,2022,pilot special edition,Honda Certified,5.0,modern steel metallic,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,24850,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer
722,2022,cr-v touring,Honda Certified,4.9,aegean blue metallic,black,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,14106,4.9,4.8,4.7,4.8,4.7,4.9,NY,Dealer
723,2022,cr-v ex,New,4.7,platinum white pearl,black,FWD,28–34,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,11,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
724,2021,hr-v ex,Used,4.7,platinum white pearl,black,FWD,28–34,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,22956,4.7,4.6,4.6,4.7,4.7,4.8,TX,Dealer
725,2017,civic touring,Used,4.4,red,mocha,FWD,31–40,Gasoline,variable,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,74843,4.7,4.7,4.8,4.8,4.8,4.8,AR,Dealer
726,2022,odyssey ex,Honda Certified,4.8,obsidian blue pearl,gray,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,34021,4.3,4.4,4.3,4.1,4.3,4.3,AR,Dealer
727,2011,cr-z ex,Used,4.0,silver,gray / silver,FWD,23–31,Hybrid,automatic cvt,1.5L I4 16V MPFI SOHC Hybrid,47048,4.2,4.4,4.0,4.4,4.7,4.7,IL,Dealer
728,2009,cr-v ex,Used,4.5,gray,mocha,4WD,20–26,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,117823,4.4,4.5,4.5,4.7,4.6,4.8,WA,Dealer
729,2022,pilot touring 7-passenger,Used,4.5,platinum white pearl,beige,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,12310,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer
730,2009,civic ex,Used,4.0,blue,gray,FWD,25–36,Gasoline,5-speed automatic,1.8L I4 16V MPFI SOHC,93569,4.2,4.4,4.3,4.5,4.4,4.7,VA,Dealer
731,2022,civic sport touring,New,4.5,sonic gray pearl,black,FWD,30–37,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,5,4.6,4.9,4.4,4.6,4.6,4.7,IA,Dealer
732,2016,odyssey ex,Used,4.3,modern steel metallic,gray,FWD,19–28,Gasoline,6-speed automatic,3.5L V6 24V MPFI SOHC,68199,4.8,4.6,4.7,4.6,4.7,4.8,CA,Dealer
733,2009,element lx,Used,4.8,royal blue pearl,titanium,FWD,20–25,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,166539,4.6,4.7,4.5,4.8,4.6,4.9,FL,Dealer
734,2022,pilot special edition,New,3.2,crystal black,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,11,5.0,5.0,5.0,5.0,5.0,5.0,AL,Dealer
735,2022,passport trailsport,New,3.5,black,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,8,5.0,5.0,4.9,5.0,4.9,5.0,WA,Dealer
736,2018,odyssey ex-l,Used,4.7,modern steel metallic,beige,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,47268,4.8,4.7,4.6,4.3,4.7,4.6,TX,Dealer
737,2022,insight touring,Used,4.6,platinum white pearl,black,FWD,45–51,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,17069,4.7,4.8,4.7,4.5,4.8,4.9,MO,Dealer
738,2020,pilot elite,Honda Certified,4.7,deep scarlet pearl,mocha,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,38925,4.6,4.5,4.2,4.1,4.5,4.1,AZ,Dealer
739,2022,pilot sport,New,5.0,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
740,2020,hr-v lx,Used,4.8,gray,black,AWD,27–31,Gasoline,automatic cvt,1.8L I4 16V MPFI SOHC,21593,4.7,4.8,4.7,4.8,4.8,4.7,CO,Dealer
741,2023,cr-v ex-l,New,4.6,platinum white pearl,black,FWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,10,5.0,5.0,5.0,4.0,4.0,5.0,TN,Dealer
742,2023,cr-v ex-l,New,5.0,white,black,AWD,23–31,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,6,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer
743,2020,pilot ex-l,Honda Certified,4.8,deep scarlet pearl,beige,FWD,19–27,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,28102,4.6,4.5,4.2,4.1,4.5,4.1,LA,Dealer
744,2022,pilot special edition,Used,5.0,lunar silver metallic,black,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,11991,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
745,2022,pilot sport,New,4.1,black,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
746,2021,civic type r limited edition,New,1.6,white,mocha,FWD,22–28,Gasoline,6-speed manual,2.0L I4 16V GDI DOHC Turbo,2,5.0,4.8,5.0,4.8,4.8,5.0,CA,Dealer
747,2023,pilot ex-l 8-passenger,New,4.8,obsidian blue pearl,gray,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,10,5.0,5.0,4.6,3.9,4.6,4.7,CT,Dealer
748,2009,pilot touring,Used,4.3,white,mocha,FWD,17–23,Gasoline,5-speed automatic,3.5L V6 24V MPFI SOHC,166599,4.6,4.4,4.3,4.4,4.3,4.7,FL,Dealer
749,2022,accord sport 1.5t,New,4.7,sonic gray pearl,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,9,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer
750,2022,accord sport 1.5t,New,5.0,lunar,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,11,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer
751,2023,civic sport,New,4.6,rallye red,black,FWD,23–31,Gasoline,6-speed manual,2.0L I4 16V GDI DOHC,12,4.5,5.0,4.9,4.1,4.5,4.8,CO,Dealer
752,2023,hr-v lx,New,4.6,modern steel metallic,black,FWD,26–32,Gasoline,cvt,4 Cylinder Engine,12,4.0,5.0,4.0,5.0,5.0,5.0,OK,Dealer
753,2023,cr-v hybrid sport touring,New,5.0,still night pearl,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,5,5.0,3.0,4.0,4.0,5.0,5.0,LA,Dealer
754,2023,ridgeline black edition,New,4.8,black,red / black,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,4,5.0,4.8,4.8,4.2,5.0,5.0,PA,Dealer
755,2022,pilot ex-l,New,4.4,platinum white,beige,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
756,2022,pilot special edition,New,5.0,lunar silver metallic,gray,AWD,19–26,Gasoline,9-speed automatic,V6 Cylinder Engine,2,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer
757,2023,cr-v hybrid sport touring,New,3.7,radiant red metallic,black,AWD,23–31,Hybrid,automatic cvt,2.0L I4 16V GDI DOHC Hybrid,2,5.0,3.0,4.0,4.0,5.0,5.0,IA,Dealer
758,2022,passport trailsport,New,4.9,crystal black pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,4.9,5.0,4.9,5.0,NV,Dealer
759,2023,hr-v ex-l,New,5.0,modern steel metallic,black,FWD,23–31,Gasoline,automatic cvt,2.0L I4 16V GDI DOHC,2,4.0,5.0,4.0,5.0,5.0,5.0,TN,Dealer
760,2022,pilot ex-l,New,5.0,platinum white pearl,beige,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,5.0,5.0,5.0,5.0,TX,Dealer
761,2022,pilot special edition,New,5.0,lunar silver metallic,gray,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,1,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer
762,2021,civic sport,Used,5.0,modern steel metallic,black,FWD,29–37,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,36279,4.6,4.7,4.7,4.6,4.8,4.6,IL,Dealer
763,2017,fit lx,Used,5.0,red,black,FWD,29–36,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC,68498,4.5,4.5,4.5,4.6,4.6,4.8,CT,Dealer
764,2011,cr-v ex-l,Used,4.5,gray,mocha,FWD,21–28,Gasoline,5-speed automatic,2.4L I4 16V MPFI DOHC,108259,4.5,4.4,4.4,4.6,4.5,4.7,TN,Dealer
765,2023,civic si base,New,4.1,crystal black pearl,red / black,FWD,23–31,Gasoline,6-speed manual,1.5L I4 16V GDI DOHC Turbo,4,4.8,4.2,4.4,4.3,5.0,4.5,CA,Dealer
766,2021,pilot ex-l,Used,4.8,crystal black pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,37077,4.9,4.8,4.8,4.7,4.7,4.8,IL,Dealer
767,2022,passport elite,New,5.0,crystal black pearl,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,4.9,5.0,4.9,5.0,NY,Dealer
768,2019,civic lx,Used,4.9,white,mocha,FWD,30–38,Gasoline,automatic cvt,2.0L I4 16V MPFI DOHC,22000,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer
769,2022,passport trailsport,Honda Certified,4.7,radiant red metallic ii,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5613,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
770,2022,passport elite,New,4.6,crystal black pearl,mocha,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,5,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer
771,2022,insight ex,Honda Certified,4.7,gray,black,FWD,49–55,Hybrid,automatic cvt,1.5L I4 16V MPFI DOHC Hybrid,17657,5.0,4.1,4.8,3.9,5.0,4.7,TX,Dealer
772,2022,pilot trailsport,New,4.3,crystal black pearl,black,AWD,19–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,7,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer
773,2020,cr-v touring,Used,4.3,white,black,AWD,27–32,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,29945,4.9,4.8,4.8,4.8,4.9,4.9,MI,Dealer
774,2020,passport sport,Used,4.6,black,mocha,FWD,20–25,Gasoline,9-speed automatic,V6 Cylinder Engine,15046,4.9,4.8,4.8,4.6,4.8,4.8,AL,Dealer
775,2018,odyssey ex-l,Used,4.9,red,mocha,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,46610,4.8,4.7,4.6,4.3,4.7,4.6,NE,Dealer
776,2021,cr-v hybrid ex-l,Used,3.0,blue,gray,AWD,35–40,Hybrid,automatic cvt,2.0L I4 16V MPFI DOHC Hybrid,26361,4.8,4.8,4.8,4.7,4.8,4.8,AL,Dealer
777,2023,pilot ex-l 7-passenger,New,5.0,modern steel metallic,black,AWD,23–31,Gasoline,10-speed automatic,3.5L V6 24V GDI DOHC,5,4.9,5.0,4.8,4.9,4.8,4.9,FL,Dealer
778,2023,ridgeline rtl-e,New,4.6,radiant red metallic ii,mocha,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,10,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer
779,2022,pilot special edition,Used,4.2,blue metallic,gray,FWD,20–27,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6287,5.0,5.0,5.0,5.0,5.0,5.0,SC,Dealer
780,2019,odyssey ex-l,Used,4.9,gray,mocha,FWD,19–28,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,67224,4.8,4.6,4.5,4.3,4.7,4.5,TX,Dealer
781,2018,odyssey elite,Used,4.8,lunar silver metallic,gray,FWD,19–28,Gasoline,10-speed automatic,3.5L V6 24V GDI SOHC,36027,4.8,4.7,4.6,4.3,4.7,4.6,TX,Dealer
782,2022,civic touring,New,4.6,lunar silver metallic,mocha,FWD,31–38,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,8,4.6,4.9,4.4,4.6,4.6,4.7,IL,Dealer
783,2022,pilot sport,New,5.0,crystal black pearl,black,AWD,19–26,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,0,5.0,5.0,5.0,5.0,5.0,5.0,DE,Dealer
784,2023,ridgeline black edition,New,4.6,black,mocha,AWD,23–31,Gasoline,automatic,3.5L V6 24V GDI SOHC,5,5.0,4.8,4.8,4.2,5.0,5.0,NJ,Dealer
785,2019,passport sport,Used,4.9,modern steel metallic,black,FWD,20–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,36199,4.8,4.7,4.7,4.6,4.7,4.8,NC,Dealer
786,2021,pilot special edition,Used,3.4,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,14412,4.9,4.8,4.8,4.7,4.7,4.8,IA,Dealer
787,2023,cr-v hybrid sport,New,4.1,meteorite gray metallic,black,FWD,23–31,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,5,5.0,3.0,4.0,4.0,5.0,5.0,LA,Dealer
788,2021,civic sport,Used,5.0,modern steel metallic,black,FWD,29–35,Gasoline,automatic cvt,1.5L I4 16V GDI DOHC Turbo,21756,4.6,4.7,4.7,4.6,4.8,4.6,IN,Dealer
789,2020,passport ex-l,Used,4.8,maroon,gray,FWD,20–25,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,37812,4.9,4.8,4.8,4.6,4.8,4.8,MO,Dealer
790,2023,pilot touring 8-passenger,New,4.3,white,gray,AWD,19–25,Gasoline,10-speed automatic,V6 Cylinder Engine,1,5.0,4.7,4.9,4.0,4.1,4.8,UT,Dealer
791,2011,element ex,Used,3.9,mar,mocha,4WD,19–24,Gasoline,5-speed automatic,4 Cylinder Engine,128850,4.5,4.7,4.5,4.8,4.6,4.9,FL,Dealer
792,2022,passport trailsport,New,4.2,white,black,AWD,19–24,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,6,5.0,5.0,4.9,5.0,4.9,5.0,MA,Dealer
793,2022,pilot sport,New,3.7,platinum white pearl,black,AWD,19–26,Gasoline,9-speed automatic,3.5L V6 24V GDI SOHC,2,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer
794,2018,pilot ex-l,Used,5.0,modern steel metallic,gray,AWD,18–26,Gasoline,6-speed automatic,3.5L V6 24V GDI SOHC,49373,4.7,4.6,4.7,4.5,4.6,4.7,FL,Dealer
795,2020,accord sport 1.5t,Used,4.8,still night pearl,yr-642m/black,FWD,29–35,Gasoline,cvt,4 Cylinder Engine,31596,4.8,4.8,4.8,4.8,4.9,4.9,MS,Dealer
796,2023,cr-v ex-l,Used,4.7,platinum white pearl,mocha,FWD,28–34,Gasoline,cvt,4 Cylinder Engine,307,5.0,5.0,5.0,4.0,4.0,5.0,OR,Dealer
